valence,arousal,id,part,repeat,filepath
0,0,piece_118,24,-1,../phrases/Other_PC_World of Warcraft Warlords of Draenor_Stormwind_24.mid
0,0,piece_118,28,-1,../phrases/Other_PC_World of Warcraft Warlords of Draenor_Stormwind_28.mid
0,0,piece_118,32,-1,../phrases/Other_PC_World of Warcraft Warlords of Draenor_Stormwind_32.mid
0,0,piece_118,36,-1,../phrases/Other_PC_World of Warcraft Warlords of Draenor_Stormwind_36.mid
1,1,piece_119,0,-1,../phrases/Indiana Jones_PC_Indiana Jones and the Last Crusade_Venice_0.mid
1,1,piece_119,4,-1,../phrases/Indiana Jones_PC_Indiana Jones and the Last Crusade_Venice_4.mid
1,1,piece_119,8,-1,../phrases/Indiana Jones_PC_Indiana Jones and the Last Crusade_Venice_8.mid
1,1,piece_119,12,-1,../phrases/Indiana Jones_PC_Indiana Jones and the Last Crusade_Venice_12.mid
1,1,piece_119,16,-1,../phrases/Indiana Jones_PC_Indiana Jones and the Last Crusade_Venice_16.mid
0,1,piece_121,0,-1,../phrases/Other_PC_Age of Empires II The Age of Kings_Menu_0.mid
0,1,piece_121,4,-1,../phrases/Other_PC_Age of Empires II The Age of Kings_Menu_4.mid
0,1,piece_121,8,-1,../phrases/Other_PC_Age of Empires II The Age of Kings_Menu_8.mid
0,1,piece_121,12,-1,../phrases/Other_PC_Age of Empires II The Age of Kings_Menu_12.mid
0,1,piece_121,16,-1,../phrases/Other_PC_Age of Empires II The Age of Kings_Menu_16.mid
0,1,piece_121,20,-1,../phrases/Other_PC_Age of Empires II The Age of Kings_Menu_20.mid
0,1,piece_121,24,-1,../phrases/Other_PC_Age of Empires II The Age of Kings_Menu_24.mid
0,0,piece_122,0,-1,../phrases/Indiana Jones_PC_Indiana Jones and the Last Crusade_The Holy Grail_0.mid
0,0,piece_122,4,-1,../phrases/Indiana Jones_PC_Indiana Jones and the Last Crusade_The Holy Grail_4.mid
0,0,piece_122,8,-1,../phrases/Indiana Jones_PC_Indiana Jones and the Last Crusade_The Holy Grail_8.mid
0,0,piece_122,12,-1,../phrases/Indiana Jones_PC_Indiana Jones and the Last Crusade_The Holy Grail_12.mid
0,0,piece_122,16,-1,../phrases/Indiana Jones_PC_Indiana Jones and the Last Crusade_The Holy Grail_16.mid
1,1,piece_126,0,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Courtyard_0.mid
1,1,piece_126,4,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Courtyard_4.mid
1,1,piece_126,8,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Courtyard_8.mid
1,1,piece_126,12,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Courtyard_12.mid
1,1,piece_126,16,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Courtyard_16.mid
1,1,piece_126,20,-1,../phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Hyrule Castle Courtyard_20.mid
1,1,piece_128,0,-1,../phrases/Super Mario_N64_Super Mario 64_Final Bowser_0.mid
1,1,piece_128,4,-1,../phrases/Super Mario_N64_Super Mario 64_Final Bowser_4.mid
1,1,piece_128,8,-1,../phrases/Super Mario_N64_Super Mario 64_Final Bowser_8.mid
1,1,piece_128,12,-1,../phrases/Super Mario_N64_Super Mario 64_Final Bowser_12.mid
1,1,piece_128,16,-1,../phrases/Super Mario_N64_Super Mario 64_Final Bowser_16.mid
1,1,piece_128,20,-1,../phrases/Super Mario_N64_Super Mario 64_Final Bowser_20.mid
1,1,piece_128,24,-1,../phrases/Super Mario_N64_Super Mario 64_Final Bowser_24.mid
1,1,piece_128,28,-1,../phrases/Super Mario_N64_Super Mario 64_Final Bowser_28.mid
1,0,piece_130,0,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_0.mid
1,0,piece_130,4,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_4.mid
1,0,piece_130,8,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_8.mid
1,0,piece_130,12,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_12.mid
1,0,piece_130,16,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_16.mid
1,0,piece_130,20,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_20.mid
1,0,piece_130,24,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_24.mid
1,0,piece_130,28,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_28.mid
1,0,piece_130,32,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_32.mid
1,0,piece_130,36,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_36.mid
1,0,piece_130,40,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_40.mid
0,0,piece_130,0,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_0.mid
0,0,piece_130,4,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_4.mid
1,0,piece_130,0,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_0.mid
1,0,piece_130,4,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_4.mid
1,0,piece_130,8,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_8.mid
1,0,piece_130,12,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_12.mid
1,0,piece_130,16,-1,../phrases/Other_PC_Aion Tower of Eternity_Forgotten Sorrow_16.mid
1,1,piece_131,0,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_0.mid
1,1,piece_131,4,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_4.mid
1,1,piece_131,8,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_8.mid
1,1,piece_131,12,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_12.mid
1,1,piece_131,16,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_16.mid
1,1,piece_131,20,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_20.mid
1,1,piece_131,24,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_24.mid
1,1,piece_131,28,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_28.mid
1,1,piece_131,32,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_32.mid
1,1,piece_131,36,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_36.mid
1,1,piece_131,40,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_40.mid
1,1,piece_131,44,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_44.mid
1,1,piece_131,48,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_48.mid
1,1,piece_131,52,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_52.mid
1,1,piece_131,56,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_56.mid
1,1,piece_131,60,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_60.mid
1,1,piece_131,64,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_64.mid
1,1,piece_131,68,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_68.mid
1,1,piece_131,72,-1,../phrases/Mana_SNES_Secret of Mana_Tell A Strange Tale_72.mid
1,0,piece_132,0,-1,../phrases/Mana_SNES_Secret of Mana_A Wish_0.mid
1,0,piece_132,4,-1,../phrases/Mana_SNES_Secret of Mana_A Wish_4.mid
1,0,piece_132,8,-1,../phrases/Mana_SNES_Secret of Mana_A Wish_8.mid
1,0,piece_132,12,-1,../phrases/Mana_SNES_Secret of Mana_A Wish_12.mid
1,0,piece_132,16,-1,../phrases/Mana_SNES_Secret of Mana_A Wish_16.mid
1,0,piece_132,20,-1,../phrases/Mana_SNES_Secret of Mana_A Wish_20.mid
1,0,piece_132,24,-1,../phrases/Mana_SNES_Secret of Mana_A Wish_24.mid
1,0,piece_132,28,-1,../phrases/Mana_SNES_Secret of Mana_A Wish_28.mid
0,0,piece_135,0,-1,../phrases/Xeno_PS1_Xenogears_Tears of the Stars Hearts of the People_0.mid
0,0,piece_135,4,-1,../phrases/Xeno_PS1_Xenogears_Tears of the Stars Hearts of the People_4.mid
0,0,piece_135,8,-1,../phrases/Xeno_PS1_Xenogears_Tears of the Stars Hearts of the People_8.mid
0,0,piece_135,12,-1,../phrases/Xeno_PS1_Xenogears_Tears of the Stars Hearts of the People_12.mid
0,0,piece_135,16,-1,../phrases/Xeno_PS1_Xenogears_Tears of the Stars Hearts of the People_16.mid
0,0,piece_135,20,-1,../phrases/Xeno_PS1_Xenogears_Tears of the Stars Hearts of the People_20.mid
0,0,piece_135,24,-1,../phrases/Xeno_PS1_Xenogears_Tears of the Stars Hearts of the People_24.mid
0,0,piece_135,28,-1,../phrases/Xeno_PS1_Xenogears_Tears of the Stars Hearts of the People_28.mid
1,1,piece_136,0,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_0.mid
1,1,piece_136,4,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_4.mid
1,1,piece_136,8,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_8.mid
1,1,piece_136,12,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_12.mid
1,1,piece_136,16,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_16.mid
1,1,piece_136,20,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_20.mid
1,1,piece_136,24,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_24.mid
1,1,piece_136,28,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_28.mid
1,1,piece_136,32,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_32.mid
1,1,piece_136,36,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_36.mid
1,1,piece_136,40,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_40.mid
1,1,piece_136,44,-1,../phrases/Chrono_SNES_Chrono Trigger_Millenial Fair_44.mid
1,0,piece_137,0,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_0.mid
1,0,piece_137,4,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_4.mid
1,1,piece_137,0,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_0.mid
1,1,piece_137,4,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_4.mid
1,1,piece_137,8,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_8.mid
1,1,piece_137,12,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_12.mid
1,1,piece_137,16,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_16.mid
1,1,piece_137,20,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_20.mid
1,1,piece_137,24,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_24.mid
1,1,piece_137,28,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_28.mid
1,1,piece_137,32,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_32.mid
1,1,piece_137,36,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_36.mid
1,1,piece_137,40,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_40.mid
1,1,piece_137,44,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_44.mid
1,1,piece_137,48,-1,../phrases/Battle of Olympus_NES_Battle of Olympus_3 Magic Hearts_48.mid
1,0,piece_138,0,-1,../phrases/Other_PC_The Sims_Since We Met_0.mid
1,0,piece_138,4,-1,../phrases/Other_PC_The Sims_Since We Met_4.mid
1,0,piece_138,8,-1,../phrases/Other_PC_The Sims_Since We Met_8.mid
1,0,piece_138,12,-1,../phrases/Other_PC_The Sims_Since We Met_12.mid
1,0,piece_138,16,-1,../phrases/Other_PC_The Sims_Since We Met_16.mid
1,0,piece_138,20,-1,../phrases/Other_PC_The Sims_Since We Met_20.mid
1,0,piece_138,24,-1,../phrases/Other_PC_The Sims_Since We Met_24.mid
1,0,piece_138,28,-1,../phrases/Other_PC_The Sims_Since We Met_28.mid
1,0,piece_138,32,-1,../phrases/Other_PC_The Sims_Since We Met_32.mid
1,0,piece_138,36,-1,../phrases/Other_PC_The Sims_Since We Met_36.mid
1,0,piece_138,40,-1,../phrases/Other_PC_The Sims_Since We Met_40.mid
1,0,piece_138,44,-1,../phrases/Other_PC_The Sims_Since We Met_44.mid
1,0,piece_138,48,-1,../phrases/Other_PC_The Sims_Since We Met_48.mid
1,0,piece_138,52,-1,../phrases/Other_PC_The Sims_Since We Met_52.mid
1,0,piece_138,56,-1,../phrases/Other_PC_The Sims_Since We Met_56.mid
1,0,piece_138,60,-1,../phrases/Other_PC_The Sims_Since We Met_60.mid
1,0,piece_138,64,-1,../phrases/Other_PC_The Sims_Since We Met_64.mid
1,0,piece_138,68,-1,../phrases/Other_PC_The Sims_Since We Met_68.mid
1,0,piece_138,72,-1,../phrases/Other_PC_The Sims_Since We Met_72.mid
1,0,piece_138,76,-1,../phrases/Other_PC_The Sims_Since We Met_76.mid
1,0,piece_138,80,-1,../phrases/Other_PC_The Sims_Since We Met_80.mid
1,0,piece_138,84,-1,../phrases/Other_PC_The Sims_Since We Met_84.mid
1,0,piece_138,88,-1,../phrases/Other_PC_The Sims_Since We Met_88.mid
1,0,piece_138,92,-1,../phrases/Other_PC_The Sims_Since We Met_92.mid
1,0,piece_138,96,-1,../phrases/Other_PC_The Sims_Since We Met_96.mid
1,0,piece_138,100,-1,../phrases/Other_PC_The Sims_Since We Met_100.mid
1,0,piece_138,104,-1,../phrases/Other_PC_The Sims_Since We Met_104.mid
1,0,piece_138,108,-1,../phrases/Other_PC_The Sims_Since We Met_108.mid
1,0,piece_138,112,-1,../phrases/Other_PC_The Sims_Since We Met_112.mid
1,0,piece_138,116,-1,../phrases/Other_PC_The Sims_Since We Met_116.mid
1,0,piece_138,120,-1,../phrases/Other_PC_The Sims_Since We Met_120.mid
1,0,piece_138,124,-1,../phrases/Other_PC_The Sims_Since We Met_124.mid
1,0,piece_138,128,-1,../phrases/Other_PC_The Sims_Since We Met_128.mid
1,0,piece_138,132,-1,../phrases/Other_PC_The Sims_Since We Met_132.mid
1,0,piece_138,136,-1,../phrases/Other_PC_The Sims_Since We Met_136.mid
1,0,piece_138,140,-1,../phrases/Other_PC_The Sims_Since We Met_140.mid
1,1,piece_138,0,-1,../phrases/Other_PC_The Sims_Since We Met_0.mid
1,0,piece_140,0,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_0.mid
1,0,piece_140,4,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_4.mid
1,0,piece_140,8,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_8.mid
1,0,piece_140,12,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_12.mid
1,0,piece_140,16,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_16.mid
1,0,piece_140,20,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_20.mid
1,0,piece_140,24,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_24.mid
1,0,piece_140,28,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_28.mid
1,0,piece_140,32,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_32.mid
1,0,piece_140,36,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_36.mid
1,0,piece_140,40,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_40.mid
1,0,piece_140,44,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_44.mid
1,0,piece_140,48,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_48.mid
1,0,piece_140,52,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_52.mid
1,0,piece_140,56,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_56.mid
1,0,piece_140,60,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_60.mid
1,0,piece_140,64,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_64.mid
1,0,piece_140,68,-1,../phrases/Other_PC_Aion Tower of Eternity_Wings of the Knight_68.mid
1,1,piece_141,0,-1,../phrases/Dragon Quest_NES_Dragon Quest_Final Battle_0.mid
1,1,piece_141,4,-1,../phrases/Dragon Quest_NES_Dragon Quest_Final Battle_4.mid
1,1,piece_141,8,-1,../phrases/Dragon Quest_NES_Dragon Quest_Final Battle_8.mid
1,1,piece_141,12,-1,../phrases/Dragon Quest_NES_Dragon Quest_Final Battle_12.mid
1,0,piece_142,0,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_0.mid
1,0,piece_142,4,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_4.mid
1,0,piece_142,8,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_8.mid
1,0,piece_142,12,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_12.mid
1,0,piece_142,16,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_16.mid
1,0,piece_142,20,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_20.mid
1,0,piece_142,24,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_24.mid
1,0,piece_142,28,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_28.mid
1,0,piece_142,32,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_32.mid
1,0,piece_142,36,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_36.mid
1,0,piece_142,40,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_40.mid
1,0,piece_142,44,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_44.mid
1,0,piece_142,48,-1,../phrases/Mana_SNES_Secret of Mana_Rose and Ghost_48.mid
1,0,piece_143,0,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_0.mid
1,0,piece_143,4,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_4.mid
1,0,piece_143,8,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_8.mid
1,0,piece_143,12,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_12.mid
1,0,piece_143,16,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_16.mid
1,0,piece_143,20,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_20.mid
1,0,piece_143,24,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_24.mid
1,0,piece_143,28,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_28.mid
1,0,piece_143,32,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_32.mid
1,0,piece_143,36,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_36.mid
1,0,piece_143,40,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_40.mid
1,0,piece_143,44,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_44.mid
1,0,piece_143,48,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_48.mid
1,0,piece_143,52,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_52.mid
1,0,piece_143,56,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_56.mid
1,0,piece_143,60,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_60.mid
1,0,piece_143,64,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_64.mid
1,0,piece_143,68,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_68.mid
1,0,piece_143,72,-1,../phrases/Other_PC_Aion Tower of Eternity_Song of Moonlight_72.mid
1,0,piece_144,0,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_0.mid
1,0,piece_144,4,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_4.mid
1,0,piece_144,8,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_8.mid
1,0,piece_144,12,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_12.mid
1,0,piece_144,16,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_16.mid
1,0,piece_144,20,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_20.mid
1,0,piece_144,24,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_24.mid
1,0,piece_144,28,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_28.mid
1,0,piece_144,32,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_32.mid
1,0,piece_144,36,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_36.mid
1,0,piece_144,40,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_40.mid
1,0,piece_144,44,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_44.mid
1,0,piece_144,48,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_48.mid
1,0,piece_144,52,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_52.mid
1,0,piece_144,56,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_56.mid
1,0,piece_144,60,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_60.mid
1,0,piece_144,64,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_64.mid
1,0,piece_144,68,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_68.mid
1,0,piece_144,72,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_72.mid
1,0,piece_144,76,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_76.mid
1,1,piece_144,0,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_0.mid
1,1,piece_144,4,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_4.mid
1,0,piece_144,0,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_0.mid
1,0,piece_144,4,-1,../phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_4.mid
1,0,piece_145,0,-1,../phrases/Other_PC_The Sims_Bittersweet_0.mid
1,0,piece_145,4,-1,../phrases/Other_PC_The Sims_Bittersweet_4.mid
1,0,piece_145,8,-1,../phrases/Other_PC_The Sims_Bittersweet_8.mid
1,0,piece_145,12,-1,../phrases/Other_PC_The Sims_Bittersweet_12.mid
1,0,piece_145,16,-1,../phrases/Other_PC_The Sims_Bittersweet_16.mid
1,0,piece_145,20,-1,../phrases/Other_PC_The Sims_Bittersweet_20.mid
1,0,piece_145,24,-1,../phrases/Other_PC_The Sims_Bittersweet_24.mid
1,0,piece_145,28,-1,../phrases/Other_PC_The Sims_Bittersweet_28.mid
1,0,piece_145,32,-1,../phrases/Other_PC_The Sims_Bittersweet_32.mid
1,0,piece_145,36,-1,../phrases/Other_PC_The Sims_Bittersweet_36.mid
1,0,piece_145,40,-1,../phrases/Other_PC_The Sims_Bittersweet_40.mid
1,0,piece_145,44,-1,../phrases/Other_PC_The Sims_Bittersweet_44.mid
1,0,piece_145,48,-1,../phrases/Other_PC_The Sims_Bittersweet_48.mid
1,0,piece_145,52,-1,../phrases/Other_PC_The Sims_Bittersweet_52.mid
1,0,piece_145,56,-1,../phrases/Other_PC_The Sims_Bittersweet_56.mid
1,1,piece_146,0,-1,../phrases/Other_PC_The Sims_Buying Theme_0.mid
1,1,piece_146,4,-1,../phrases/Other_PC_The Sims_Buying Theme_4.mid
1,1,piece_146,8,-1,../phrases/Other_PC_The Sims_Buying Theme_8.mid
1,1,piece_146,12,-1,../phrases/Other_PC_The Sims_Buying Theme_12.mid
1,1,piece_146,16,-1,../phrases/Other_PC_The Sims_Buying Theme_16.mid
1,1,piece_146,20,-1,../phrases/Other_PC_The Sims_Buying Theme_20.mid
1,1,piece_146,24,-1,../phrases/Other_PC_The Sims_Buying Theme_24.mid
1,1,piece_147,0,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_0.mid
1,1,piece_147,4,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_4.mid
1,1,piece_147,8,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_8.mid
1,1,piece_147,12,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_12.mid
1,1,piece_147,16,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_16.mid
1,1,piece_147,20,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_20.mid
1,1,piece_147,24,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_24.mid
1,1,piece_147,28,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_28.mid
1,1,piece_147,32,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_32.mid
1,1,piece_147,36,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_36.mid
1,1,piece_147,40,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_40.mid
1,1,piece_147,44,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_44.mid
1,1,piece_147,48,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_48.mid
1,1,piece_147,52,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_52.mid
1,1,piece_147,56,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_56.mid
1,1,piece_147,60,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_60.mid
1,1,piece_147,64,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_64.mid
1,1,piece_147,68,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_68.mid
1,1,piece_147,72,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_72.mid
1,1,piece_147,76,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_76.mid
1,1,piece_147,80,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_80.mid
1,1,piece_147,84,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_84.mid
1,1,piece_147,88,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_88.mid
1,1,piece_147,92,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_92.mid
1,1,piece_147,96,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_96.mid
1,1,piece_147,100,-1,../phrases/Mana_SNES_Secret of Mana_Meridian Dance_100.mid
1,1,piece_148,0,-1,../phrases/Chrono_SNES_Chrono Trigger_Wings That Cross Time_0.mid
1,1,piece_148,4,-1,../phrases/Chrono_SNES_Chrono Trigger_Wings That Cross Time_4.mid
1,1,piece_148,8,-1,../phrases/Chrono_SNES_Chrono Trigger_Wings That Cross Time_8.mid
1,1,piece_148,12,-1,../phrases/Chrono_SNES_Chrono Trigger_Wings That Cross Time_12.mid
